Path[0]Xgrid,4,Ygrid,21,Distance,40.6198264705278,Fdis,0.0246185197449221,Fitness,0,subcount,31,Sunev,1.52376092452167
sub[0]Xgrid.Ygrid,1,4,sub[1]Xgrid.Ygrid,0,9,sub[2]Xgrid.Ygrid,4,21,
Distance,indicator,novelty
subgene[x][y],0,9subgene[x][y],0,13subgene[x][y],15,18subgene[x][y],6,9subgene[x][y],18,19subgene[x][y],16,18subgene[x][y],16,21subgene[x][y],18,20subgene[x][y],15,21subgene[x][y],9,24subgene[x][y],6,6subgene[x][y],4,8subgene[x][y],4,8subgene[x][y],13,21subgene[x][y],10,24subgene[x][y],2,13subgene[x][y],4,13subgene[x][y],4,11subgene[x][y],10,23subgene[x][y],11,22subgene[x][y],12,22subgene[x][y],12,21subgene[x][y],5,6subgene[x][y],5,6subgene[x][y],2,14subgene[x][y],5,11subgene[x][y],5,13subgene[x][y],3,14subgene[x][y],3,14subgene[x][y],5,12subgene[x][y],5,12Path[1]Xgrid,6,Ygrid,23,Distance,40.8312648793027,Fdis,0.0244910365367324,Fitness,0,subcount,4,Sunev,7.18193057030371
sub[0]Xgrid.Ygrid,1,4,sub[1]Xgrid.Ygrid,1,7,sub[2]Xgrid.Ygrid,6,23,
Distance,indicator,novelty
40.9530886517285,3,29.0915834218223,
sub[0]Xgrid.Ygrid,1,4,sub[1]Xgrid.Ygrid,7,16,sub[2]Xgrid.Ygrid,6,23,
Distance,indicator,novelty
41.6775097143525,3,21.816653826392,
sub[0]Xgrid.Ygrid,1,4,sub[1]Xgrid.Ygrid,0,16,sub[2]Xgrid.Ygrid,6,23,
Distance,indicator,novelty
42.4511730735735,3,19.0553851381374,
sub[0]Xgrid.Ygrid,1,4,sub[1]Xgrid.Ygrid,3,16,sub[2]Xgrid.Ygrid,6,23,
Distance,indicator,novelty
40.9713322039487,3,16.2195444572929,

